config_id,question_id,treatment,temp,run_idx_within_question,correct
T0_temp0.2,3YD0MU1NC2ZG0T13WVTOMSUDYZ47A3##36U2A8VAG2X8DA4KLY2FI3DUHUNKYD##A3VVR8NR3ED04C##Blog_772473##q1_a1##3A9LA2FRWSCPPVF8KE7EXDU5E1KHXN,T0,0.2,0,1
T0_temp0.2,3YD0MU1NC2ZG0T13WVTOMSUDYZ47A3##36U2A8VAG2X8DA4KLY2FI3DUHUNKYD##A3VVR8NR3ED04C##Blog_772473##q1_a1##3A9LA2FRWSCPPVF8KE7EXDU5E1KHXN,T0,0.2,1,1
T0_temp0.2,3YD0MU1NC2ZG0T13WVTOMSUDYZ47A3##36U2A8VAG2X8DA4KLY2FI3DUHUNKYD##A3VVR8NR3ED04C##Blog_772473##q1_a1##3A9LA2FRWSCPPVF8KE7EXDU5E1KHXN,T0,0.2,2,1
T0_temp0.2,3YD0MU1NC2ZG0T13WVTOMSUDYZ47A3##36U2A8VAG2X8DA4KLY2FI3DUHUNKYD##A3VVR8NR3ED04C##Blog_772473##q1_a1##3A9LA2FRWSCPPVF8KE7EXDU5E1KHXN,T0,0.2,3,0
T0_temp0.2,3YD0MU1NC2ZG0T13WVTOMSUDYZ47A3##36U2A8VAG2X8DA4KLY2FI3DUHUNKYD##A3VVR8NR3ED04C##Blog_772473##q1_a1##3A9LA2FRWSCPPVF8KE7EXDU5E1KHXN,T0,0.2,4,0
T0_temp0.2,3D06DR5225HZLW8Q01VD5AR3TOZAMH##30H4UDGLT3G9UKCMFNJCKPCM2QMMPP##A13H5EYMWJ9GU8##Blog_523693##q1_a1##3L1EFR8WWT3FA364M8D0EPWARI3F9P,T0,0.2,0,1
T0_temp0.2,3D06DR5225HZLW8Q01VD5AR3TOZAMH##30H4UDGLT3G9UKCMFNJCKPCM2QMMPP##A13H5EYMWJ9GU8##Blog_523693##q1_a1##3L1EFR8WWT3FA364M8D0EPWARI3F9P,T0,0.2,1,1
T0_temp0.2,3D06DR5225HZLW8Q01VD5AR3TOZAMH##30H4UDGLT3G9UKCMFNJCKPCM2QMMPP##A13H5EYMWJ9GU8##Blog_523693##q1_a1##3L1EFR8WWT3FA364M8D0EPWARI3F9P,T0,0.2,2,1
T0_temp0.2,3D06DR5225HZLW8Q01VD5AR3TOZAMH##30H4UDGLT3G9UKCMFNJCKPCM2QMMPP##A13H5EYMWJ9GU8##Blog_523693##q1_a1##3L1EFR8WWT3FA364M8D0EPWARI3F9P,T0,0.2,3,1
T0_temp0.2,3D06DR5225HZLW8Q01VD5AR3TOZAMH##30H4UDGLT3G9UKCMFNJCKPCM2QMMPP##A13H5EYMWJ9GU8##Blog_523693##q1_a1##3L1EFR8WWT3FA364M8D0EPWARI3F9P,T0,0.2,4,1
T0_temp0.2,33P2GD6NRNQJ5VG1LVSP7JM3I9HHK8##39ZSFO5CA9UWLHEXTC5EE374AS0JUT##AS5X6GRDJKWG3##Blog_462526##q1_a1##3VADEH0UHEBO0KQ4TFLWZC3CE6CPSA,T0,0.2,0,1
T0_temp0.2,33P2GD6NRNQJ5VG1LVSP7JM3I9HHK8##39ZSFO5CA9UWLHEXTC5EE374AS0JUT##AS5X6GRDJKWG3##Blog_462526##q1_a1##3VADEH0UHEBO0KQ4TFLWZC3CE6CPSA,T0,0.2,1,1
T0_temp0.2,33P2GD6NRNQJ5VG1LVSP7JM3I9HHK8##39ZSFO5CA9UWLHEXTC5EE374AS0JUT##AS5X6GRDJKWG3##Blog_462526##q1_a1##3VADEH0UHEBO0KQ4TFLWZC3CE6CPSA,T0,0.2,2,1
T0_temp0.2,33P2GD6NRNQJ5VG1LVSP7JM3I9HHK8##39ZSFO5CA9UWLHEXTC5EE374AS0JUT##AS5X6GRDJKWG3##Blog_462526##q1_a1##3VADEH0UHEBO0KQ4TFLWZC3CE6CPSA,T0,0.2,3,1
T0_temp0.2,33P2GD6NRNQJ5VG1LVSP7JM3I9HHK8##39ZSFO5CA9UWLHEXTC5EE374AS0JUT##AS5X6GRDJKWG3##Blog_462526##q1_a1##3VADEH0UHEBO0KQ4TFLWZC3CE6CPSA,T0,0.2,4,1
T0_temp0.2,31MCUE39BKKZ91DJGJI85XT0SX43GQ##3H8DHMCCWA95FZ9TP2F15I3T4PIKDD##A1DBE2OL84TBKB##Blog_1273764##q1_a1##3WGZLY9VCJ0XS385A8OWIRMMO0E8D5,T0,0.2,0,0
T0_temp0.2,31MCUE39BKKZ91DJGJI85XT0SX43GQ##3H8DHMCCWA95FZ9TP2F15I3T4PIKDD##A1DBE2OL84TBKB##Blog_1273764##q1_a1##3WGZLY9VCJ0XS385A8OWIRMMO0E8D5,T0,0.2,1,0
T0_temp0.2,31MCUE39BKKZ91DJGJI85XT0SX43GQ##3H8DHMCCWA95FZ9TP2F15I3T4PIKDD##A1DBE2OL84TBKB##Blog_1273764##q1_a1##3WGZLY9VCJ0XS385A8OWIRMMO0E8D5,T0,0.2,2,0
T0_temp0.2,31MCUE39BKKZ91DJGJI85XT0SX43GQ##3H8DHMCCWA95FZ9TP2F15I3T4PIKDD##A1DBE2OL84TBKB##Blog_1273764##q1_a1##3WGZLY9VCJ0XS385A8OWIRMMO0E8D5,T0,0.2,3,0
T0_temp0.2,31MCUE39BKKZ91DJGJI85XT0SX43GQ##3H8DHMCCWA95FZ9TP2F15I3T4PIKDD##A1DBE2OL84TBKB##Blog_1273764##q1_a1##3WGZLY9VCJ0XS385A8OWIRMMO0E8D5,T0,0.2,4,0
T0_temp0.2,3Z8UJEJOC1RZOGPIMBOY5EVLGWD938##3QXNC7EIPLA6U8OFTQCHS0T33LA092##A3218IMDX9KLPJ##Blog_794674##q1_a2##3Z8UJEJOC1RZOGPIMBOY5EVLHU739T,T0,0.2,0,1
T0_temp0.2,3Z8UJEJOC1RZOGPIMBOY5EVLGWD938##3QXNC7EIPLA6U8OFTQCHS0T33LA092##A3218IMDX9KLPJ##Blog_794674##q1_a2##3Z8UJEJOC1RZOGPIMBOY5EVLHU739T,T0,0.2,1,1
T0_temp0.2,3Z8UJEJOC1RZOGPIMBOY5EVLGWD938##3QXNC7EIPLA6U8OFTQCHS0T33LA092##A3218IMDX9KLPJ##Blog_794674##q1_a2##3Z8UJEJOC1RZOGPIMBOY5EVLHU739T,T0,0.2,2,1
T0_temp0.2,3Z8UJEJOC1RZOGPIMBOY5EVLGWD938##3QXNC7EIPLA6U8OFTQCHS0T33LA092##A3218IMDX9KLPJ##Blog_794674##q1_a2##3Z8UJEJOC1RZOGPIMBOY5EVLHU739T,T0,0.2,3,1
T0_temp0.2,3Z8UJEJOC1RZOGPIMBOY5EVLGWD938##3QXNC7EIPLA6U8OFTQCHS0T33LA092##A3218IMDX9KLPJ##Blog_794674##q1_a2##3Z8UJEJOC1RZOGPIMBOY5EVLHU739T,T0,0.2,4,1
T0_temp0.2,3P888QFVX3SF8F0J2D7CNEVDTFFQOH##32UTUBMZ7HUQGD5LAA22C1QAIMCVB7##A3VVR8NR3ED04C##Blog_1407163##q1_a2##3G3AJKPCXN6Z7DGUU1LXE0GI43W4YC,T0,0.2,0,1
T0_temp0.2,3P888QFVX3SF8F0J2D7CNEVDTFFQOH##32UTUBMZ7HUQGD5LAA22C1QAIMCVB7##A3VVR8NR3ED04C##Blog_1407163##q1_a2##3G3AJKPCXN6Z7DGUU1LXE0GI43W4YC,T0,0.2,1,1
T0_temp0.2,3P888QFVX3SF8F0J2D7CNEVDTFFQOH##32UTUBMZ7HUQGD5LAA22C1QAIMCVB7##A3VVR8NR3ED04C##Blog_1407163##q1_a2##3G3AJKPCXN6Z7DGUU1LXE0GI43W4YC,T0,0.2,2,1
T0_temp0.2,3P888QFVX3SF8F0J2D7CNEVDTFFQOH##32UTUBMZ7HUQGD5LAA22C1QAIMCVB7##A3VVR8NR3ED04C##Blog_1407163##q1_a2##3G3AJKPCXN6Z7DGUU1LXE0GI43W4YC,T0,0.2,3,1
T0_temp0.2,3P888QFVX3SF8F0J2D7CNEVDTFFQOH##32UTUBMZ7HUQGD5LAA22C1QAIMCVB7##A3VVR8NR3ED04C##Blog_1407163##q1_a2##3G3AJKPCXN6Z7DGUU1LXE0GI43W4YC,T0,0.2,4,1
T0_temp0.2,3T6SSHJUZHO7PK04B81YMDWDG3DIIC##32N49TQG3JX0SSZ0OTE69OUDY2VAVA##AO33H4GL9KZX9##Blog_1305958##q1_a1##3P458N04Q3V04UBXLRG727CBI8R2X7,T0,0.2,0,1
T0_temp0.2,3T6SSHJUZHO7PK04B81YMDWDG3DIIC##32N49TQG3JX0SSZ0OTE69OUDY2VAVA##AO33H4GL9KZX9##Blog_1305958##q1_a1##3P458N04Q3V04UBXLRG727CBI8R2X7,T0,0.2,1,1
T0_temp0.2,3T6SSHJUZHO7PK04B81YMDWDG3DIIC##32N49TQG3JX0SSZ0OTE69OUDY2VAVA##AO33H4GL9KZX9##Blog_1305958##q1_a1##3P458N04Q3V04UBXLRG727CBI8R2X7,T0,0.2,2,1
T0_temp0.2,3T6SSHJUZHO7PK04B81YMDWDG3DIIC##32N49TQG3JX0SSZ0OTE69OUDY2VAVA##AO33H4GL9KZX9##Blog_1305958##q1_a1##3P458N04Q3V04UBXLRG727CBI8R2X7,T0,0.2,3,1
T0_temp0.2,3T6SSHJUZHO7PK04B81YMDWDG3DIIC##32N49TQG3JX0SSZ0OTE69OUDY2VAVA##AO33H4GL9KZX9##Blog_1305958##q1_a1##3P458N04Q3V04UBXLRG727CBI8R2X7,T0,0.2,4,1
T0_temp0.2,3D17ECOUOG9HZBMNIY95Q8D2J9R31A##3ND9UOO81NHU30Q9BU8S44T262EWL7##A3PPLDHC3CG0YN##Blog_1266623##q1_a1##3U18MJKL1W08QIPVGEI4GIUZSZKNCZ,T0,0.2,0,1
T0_temp0.2,3D17ECOUOG9HZBMNIY95Q8D2J9R31A##3ND9UOO81NHU30Q9BU8S44T262EWL7##A3PPLDHC3CG0YN##Blog_1266623##q1_a1##3U18MJKL1W08QIPVGEI4GIUZSZKNCZ,T0,0.2,1,1
T0_temp0.2,3D17ECOUOG9HZBMNIY95Q8D2J9R31A##3ND9UOO81NHU30Q9BU8S44T262EWL7##A3PPLDHC3CG0YN##Blog_1266623##q1_a1##3U18MJKL1W08QIPVGEI4GIUZSZKNCZ,T0,0.2,2,1
T0_temp0.2,3D17ECOUOG9HZBMNIY95Q8D2J9R31A##3ND9UOO81NHU30Q9BU8S44T262EWL7##A3PPLDHC3CG0YN##Blog_1266623##q1_a1##3U18MJKL1W08QIPVGEI4GIUZSZKNCZ,T0,0.2,3,1
T0_temp0.2,3D17ECOUOG9HZBMNIY95Q8D2J9R31A##3ND9UOO81NHU30Q9BU8S44T262EWL7##A3PPLDHC3CG0YN##Blog_1266623##q1_a1##3U18MJKL1W08QIPVGEI4GIUZSZKNCZ,T0,0.2,4,1
T0_temp0.2,3VCK0Q0PO5C921V8K0DKTJ4QQZ10NZ##3JNQLM5FT5KTWVTVDD7LOZP4WCGL2I##A3VVR8NR3ED04C##Blog_1073242##q1_a2##3O2Y2UIUCS8ELOO2A3GPWWYYVE5KFU,T0,0.2,0,1
T0_temp0.2,3VCK0Q0PO5C921V8K0DKTJ4QQZ10NZ##3JNQLM5FT5KTWVTVDD7LOZP4WCGL2I##A3VVR8NR3ED04C##Blog_1073242##q1_a2##3O2Y2UIUCS8ELOO2A3GPWWYYVE5KFU,T0,0.2,1,1
T0_temp0.2,3VCK0Q0PO5C921V8K0DKTJ4QQZ10NZ##3JNQLM5FT5KTWVTVDD7LOZP4WCGL2I##A3VVR8NR3ED04C##Blog_1073242##q1_a2##3O2Y2UIUCS8ELOO2A3GPWWYYVE5KFU,T0,0.2,2,1
T0_temp0.2,3VCK0Q0PO5C921V8K0DKTJ4QQZ10NZ##3JNQLM5FT5KTWVTVDD7LOZP4WCGL2I##A3VVR8NR3ED04C##Blog_1073242##q1_a2##3O2Y2UIUCS8ELOO2A3GPWWYYVE5KFU,T0,0.2,3,1
T0_temp0.2,3VCK0Q0PO5C921V8K0DKTJ4QQZ10NZ##3JNQLM5FT5KTWVTVDD7LOZP4WCGL2I##A3VVR8NR3ED04C##Blog_1073242##q1_a2##3O2Y2UIUCS8ELOO2A3GPWWYYVE5KFU,T0,0.2,4,1
T0_temp0.2,3PZDSVZ3J5FQ1PD9310M5MU37104NI##3ZR9AIQJUC7Q2DJWSY4QJUUECHS04O##A37IJGXG1VEBEK##Blog_463879##q1_a1##3IZVJEBJ6CYDRQUD9BGVP59Y6F3Z6Y,T0,0.2,0,0
T0_temp0.2,3PZDSVZ3J5FQ1PD9310M5MU37104NI##3ZR9AIQJUC7Q2DJWSY4QJUUECHS04O##A37IJGXG1VEBEK##Blog_463879##q1_a1##3IZVJEBJ6CYDRQUD9BGVP59Y6F3Z6Y,T0,0.2,1,0
T0_temp0.2,3PZDSVZ3J5FQ1PD9310M5MU37104NI##3ZR9AIQJUC7Q2DJWSY4QJUUECHS04O##A37IJGXG1VEBEK##Blog_463879##q1_a1##3IZVJEBJ6CYDRQUD9BGVP59Y6F3Z6Y,T0,0.2,2,0
T0_temp0.2,3PZDSVZ3J5FQ1PD9310M5MU37104NI##3ZR9AIQJUC7Q2DJWSY4QJUUECHS04O##A37IJGXG1VEBEK##Blog_463879##q1_a1##3IZVJEBJ6CYDRQUD9BGVP59Y6F3Z6Y,T0,0.2,3,0
T0_temp0.2,3PZDSVZ3J5FQ1PD9310M5MU37104NI##3ZR9AIQJUC7Q2DJWSY4QJUUECHS04O##A37IJGXG1VEBEK##Blog_463879##q1_a1##3IZVJEBJ6CYDRQUD9BGVP59Y6F3Z6Y,T0,0.2,4,0
T0_temp0.2,3421H3BM9CVA9UR7PWGLLLCADPH9JV##3R08VXYT7FAVOF17707ILZB1CE87W1##A3PPLDHC3CG0YN##Blog_696570##q1_a1##3EFNPKWBMU2HSM15MF55C3USEVW037,T0,0.2,0,1
T0_temp0.2,3421H3BM9CVA9UR7PWGLLLCADPH9JV##3R08VXYT7FAVOF17707ILZB1CE87W1##A3PPLDHC3CG0YN##Blog_696570##q1_a1##3EFNPKWBMU2HSM15MF55C3USEVW037,T0,0.2,1,1
T0_temp0.2,3421H3BM9CVA9UR7PWGLLLCADPH9JV##3R08VXYT7FAVOF17707ILZB1CE87W1##A3PPLDHC3CG0YN##Blog_696570##q1_a1##3EFNPKWBMU2HSM15MF55C3USEVW037,T0,0.2,2,1
T0_temp0.2,3421H3BM9CVA9UR7PWGLLLCADPH9JV##3R08VXYT7FAVOF17707ILZB1CE87W1##A3PPLDHC3CG0YN##Blog_696570##q1_a1##3EFNPKWBMU2HSM15MF55C3USEVW037,T0,0.2,3,1
T0_temp0.2,3421H3BM9CVA9UR7PWGLLLCADPH9JV##3R08VXYT7FAVOF17707ILZB1CE87W1##A3PPLDHC3CG0YN##Blog_696570##q1_a1##3EFNPKWBMU2HSM15MF55C3USEVW037,T0,0.2,4,0
T0_temp0.2,388FBO7JZRR6ZWRTS8OTLBYA2LXYNX##3LKC68YZ3B1NEWUZ4PCK4N9NWS7OWK##AS5X6GRDJKWG3##Blog_1144267##q2_a1##3VLL1PIENS23GW0H972P65VPRQVZO7,T0,0.2,0,1
T0_temp0.2,388FBO7JZRR6ZWRTS8OTLBYA2LXYNX##3LKC68YZ3B1NEWUZ4PCK4N9NWS7OWK##AS5X6GRDJKWG3##Blog_1144267##q2_a1##3VLL1PIENS23GW0H972P65VPRQVZO7,T0,0.2,1,1
T0_temp0.2,388FBO7JZRR6ZWRTS8OTLBYA2LXYNX##3LKC68YZ3B1NEWUZ4PCK4N9NWS7OWK##AS5X6GRDJKWG3##Blog_1144267##q2_a1##3VLL1PIENS23GW0H972P65VPRQVZO7,T0,0.2,2,1
T0_temp0.2,388FBO7JZRR6ZWRTS8OTLBYA2LXYNX##3LKC68YZ3B1NEWUZ4PCK4N9NWS7OWK##AS5X6GRDJKWG3##Blog_1144267##q2_a1##3VLL1PIENS23GW0H972P65VPRQVZO7,T0,0.2,3,0
T0_temp0.2,388FBO7JZRR6ZWRTS8OTLBYA2LXYNX##3LKC68YZ3B1NEWUZ4PCK4N9NWS7OWK##AS5X6GRDJKWG3##Blog_1144267##q2_a1##3VLL1PIENS23GW0H972P65VPRQVZO7,T0,0.2,4,0
T0_temp0.2,3909MD9T21VBZOWSEH5MY1LTBOZEF8##3DHE4R9OCZQS5SE1MJM535858AIG2I##A3PPLDHC3CG0YN##Blog_988620##q1_a1##3B9XR6P1WG9TXN64NGUHCR712BPJBV,T0,0.2,0,1
T0_temp0.2,3909MD9T21VBZOWSEH5MY1LTBOZEF8##3DHE4R9OCZQS5SE1MJM535858AIG2I##A3PPLDHC3CG0YN##Blog_988620##q1_a1##3B9XR6P1WG9TXN64NGUHCR712BPJBV,T0,0.2,1,1
T0_temp0.2,3909MD9T21VBZOWSEH5MY1LTBOZEF8##3DHE4R9OCZQS5SE1MJM535858AIG2I##A3PPLDHC3CG0YN##Blog_988620##q1_a1##3B9XR6P1WG9TXN64NGUHCR712BPJBV,T0,0.2,2,1
T0_temp0.2,3909MD9T21VBZOWSEH5MY1LTBOZEF8##3DHE4R9OCZQS5SE1MJM535858AIG2I##A3PPLDHC3CG0YN##Blog_988620##q1_a1##3B9XR6P1WG9TXN64NGUHCR712BPJBV,T0,0.2,3,1
T0_temp0.2,3909MD9T21VBZOWSEH5MY1LTBOZEF8##3DHE4R9OCZQS5SE1MJM535858AIG2I##A3PPLDHC3CG0YN##Blog_988620##q1_a1##3B9XR6P1WG9TXN64NGUHCR712BPJBV,T0,0.2,4,1
T0_temp0.2,36818Z1KV5RDTZZNEH2Y1965N5IA3U##3OONKJ5DKFYALIVVTVSO97KBRAQOBX##A3VVR8NR3ED04C##Blog_299306##q1_a1##38RHULDV90TPQFK90P5DN45LYGCIWR,T0,0.2,0,1
T0_temp0.2,36818Z1KV5RDTZZNEH2Y1965N5IA3U##3OONKJ5DKFYALIVVTVSO97KBRAQOBX##A3VVR8NR3ED04C##Blog_299306##q1_a1##38RHULDV90TPQFK90P5DN45LYGCIWR,T0,0.2,1,1
T0_temp0.2,36818Z1KV5RDTZZNEH2Y1965N5IA3U##3OONKJ5DKFYALIVVTVSO97KBRAQOBX##A3VVR8NR3ED04C##Blog_299306##q1_a1##38RHULDV90TPQFK90P5DN45LYGCIWR,T0,0.2,2,1
T0_temp0.2,36818Z1KV5RDTZZNEH2Y1965N5IA3U##3OONKJ5DKFYALIVVTVSO97KBRAQOBX##A3VVR8NR3ED04C##Blog_299306##q1_a1##38RHULDV90TPQFK90P5DN45LYGCIWR,T0,0.2,3,1
T0_temp0.2,36818Z1KV5RDTZZNEH2Y1965N5IA3U##3OONKJ5DKFYALIVVTVSO97KBRAQOBX##A3VVR8NR3ED04C##Blog_299306##q1_a1##38RHULDV90TPQFK90P5DN45LYGCIWR,T0,0.2,4,1
T0_temp0.2,35O6H0UNLUUR87PVM6349578R0DJ57##3DIP6YHAPF757TKZW55IDT0WHT18E0##A1GV0UZU0T2ORS##Blog_280385##q2_a2##3P458N04Q3V04UBXLRG727CCJ3FX2J,T0,0.2,0,1
T0_temp0.2,35O6H0UNLUUR87PVM6349578R0DJ57##3DIP6YHAPF757TKZW55IDT0WHT18E0##A1GV0UZU0T2ORS##Blog_280385##q2_a2##3P458N04Q3V04UBXLRG727CCJ3FX2J,T0,0.2,1,1
T0_temp0.2,35O6H0UNLUUR87PVM6349578R0DJ57##3DIP6YHAPF757TKZW55IDT0WHT18E0##A1GV0UZU0T2ORS##Blog_280385##q2_a2##3P458N04Q3V04UBXLRG727CCJ3FX2J,T0,0.2,2,1
T0_temp0.2,35O6H0UNLUUR87PVM6349578R0DJ57##3DIP6YHAPF757TKZW55IDT0WHT18E0##A1GV0UZU0T2ORS##Blog_280385##q2_a2##3P458N04Q3V04UBXLRG727CCJ3FX2J,T0,0.2,3,1
T0_temp0.2,35O6H0UNLUUR87PVM6349578R0DJ57##3DIP6YHAPF757TKZW55IDT0WHT18E0##A1GV0UZU0T2ORS##Blog_280385##q2_a2##3P458N04Q3V04UBXLRG727CCJ3FX2J,T0,0.2,4,1
T0_temp0.2,3BDORL6HKMRT5GHN9LZLP2Z9TMJRCH##3GGAI1SQEYD5VK2PUF96SN1OEZWMCG##A3PPLDHC3CG0YN##Blog_1434547##q1_a1##3AA88CN98RHKLF5XFT8DLH5E1S1KY3,T0,0.2,0,1
T0_temp0.2,3BDORL6HKMRT5GHN9LZLP2Z9TMJRCH##3GGAI1SQEYD5VK2PUF96SN1OEZWMCG##A3PPLDHC3CG0YN##Blog_1434547##q1_a1##3AA88CN98RHKLF5XFT8DLH5E1S1KY3,T0,0.2,1,1
T0_temp0.2,3BDORL6HKMRT5GHN9LZLP2Z9TMJRCH##3GGAI1SQEYD5VK2PUF96SN1OEZWMCG##A3PPLDHC3CG0YN##Blog_1434547##q1_a1##3AA88CN98RHKLF5XFT8DLH5E1S1KY3,T0,0.2,2,1
T0_temp0.2,3BDORL6HKMRT5GHN9LZLP2Z9TMJRCH##3GGAI1SQEYD5VK2PUF96SN1OEZWMCG##A3PPLDHC3CG0YN##Blog_1434547##q1_a1##3AA88CN98RHKLF5XFT8DLH5E1S1KY3,T0,0.2,3,1
T0_temp0.2,3BDORL6HKMRT5GHN9LZLP2Z9TMJRCH##3GGAI1SQEYD5VK2PUF96SN1OEZWMCG##A3PPLDHC3CG0YN##Blog_1434547##q1_a1##3AA88CN98RHKLF5XFT8DLH5E1S1KY3,T0,0.2,4,1
T0_temp0.2,3XQ4XW3ODBQS8DPYRHAK3ZVJ3TGS2G##3TS1AR6UQTTTDTFCHBXIHBP1G3HF7T##A3VVR8NR3ED04C##Blog_1360236##q1_a1##3P7RGTLO6GRJPX7UZNUXIVN7Y1PAKA,T0,0.2,0,1
T0_temp0.2,3XQ4XW3ODBQS8DPYRHAK3ZVJ3TGS2G##3TS1AR6UQTTTDTFCHBXIHBP1G3HF7T##A3VVR8NR3ED04C##Blog_1360236##q1_a1##3P7RGTLO6GRJPX7UZNUXIVN7Y1PAKA,T0,0.2,1,1
